cellId	SMTS	SMTSD
GTEX-1GMR2-0826-SM-7PC3V	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-1IDJU-1726-SM-CMKHU	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-R55E-0008-SM-48FCG	Skin	Cells - Cultured fibroblasts
GTEX-SUCS-0008-SM-4DM53	Skin	Cells - Cultured fibroblasts
GTEX-131XW-0008-SM-664MJ	Skin	Cells - Cultured fibroblasts
GTEX-1J8QM-2126-SM-CYPSJ	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1GF9W-0008-SM-EAZCY	Skin	Cells - Cultured fibroblasts
GTEX-X4EO-0326-SM-3P5YO	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1N2EE-0626-SM-E76PW	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-15DZA-0008-SM-E76Q2	Skin	Cells - Cultured fibroblasts
GTEX-15CHC-0008-SM-E9U4J	Skin	Cells - Cultured fibroblasts
GTEX-ZVZP-0008-SM-51MSX	Skin	Cells - Cultured fibroblasts
GTEX-1JJ6O-0126-SM-E6CI8	Skin	Skin - Sun Exposed (Lower leg)
GTEX-ZAK1-0126-SM-5IJD3	Skin	Skin - Sun Exposed (Lower leg)
GTEX-XYKS-1426-SM-4BRUO	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-111YS-0008-SM-5Q5BH	Skin	Cells - Cultured fibroblasts
GTEX-12ZZY-0008-SM-5YY9Q	Skin	Cells - Cultured fibroblasts
GTEX-Y9LG-0008-SM-4VBRJ	Skin	Cells - Cultured fibroblasts
GTEX-XBEC-0726-SM-4QARZ	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-ZYFC-0226-SM-5NQ75	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1IL2V-1926-SM-B2LW8	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-YEC3-0008-SM-4W1YF	Skin	Cells - Cultured fibroblasts
GTEX-WK11-2726-SM-3NMAQ	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-117YW-2626-SM-5GZZH	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1HSKV-0226-SM-A9SKJ	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1IKK5-0626-SM-ARL8A	Skin	Skin - Sun Exposed (Lower leg)
GTEX-11ZU8-0008-SM-5S2VO	Skin	Cells - Cultured fibroblasts
GTEX-RNOR-0126-SM-E9J4R	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1QW4Y-1526-SM-EAZ3Z	Skin	Skin - Sun Exposed (Lower leg)
GTEX-SUCS-1926-SM-32PM3	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1EMGI-0126-SM-9KNUE	Skin	Skin - Sun Exposed (Lower leg)
GTEX-ZYFG-1526-SM-5GZYM	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-1JK1U-0226-SM-ARZMX	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-T2IS-0126-SM-4DM6O	Skin	Skin - Sun Exposed (Lower leg)
GTEX-13U4I-0126-SM-5LU38	Skin	Skin - Sun Exposed (Lower leg)
GTEX-13G51-1826-SM-5KLZH	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-13RTL-0126-SM-7LG5S	Skin	Skin - Sun Exposed (Lower leg)
GTEX-ZTPG-0008-SM-4YCEK	Skin	Cells - Cultured fibroblasts
GTEX-ZYFD-0126-SM-5GIDL	Skin	Skin - Sun Exposed (Lower leg)
GTEX-ZE7O-2726-SM-51MT5	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-1JKYN-0826-SM-ARU8S	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-1CB4I-0008-SM-EXURG	Skin	Cells - Cultured fibroblasts
GTEX-12ZZX-0008-SM-5YY9N	Skin	Cells - Cultured fibroblasts
GTEX-ZV68-0008-SM-4YCCV	Skin	Cells - Cultured fibroblasts
GTEX-PWCY-1826-SM-DHXIZ	Skin	Skin - Sun Exposed (Lower leg)
GTEX-ZWKS-0626-SM-5GIDV	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-12C56-1526-SM-5FQUQ	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-14AS3-1526-SM-5Q5ED	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-1CAMR-1926-SM-7EPI2	Skin	Skin - Sun Exposed (Lower leg)
GTEX-QMRM-0008-SM-447B1	Skin	Cells - Cultured fibroblasts
GTEX-18A7B-2726-SM-7LG56	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-ZP4G-0008-SM-4E3I4	Skin	Cells - Cultured fibroblasts
GTEX-145LT-0526-SM-5LUB2	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-1GF9X-1326-SM-7PC2Y	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-WQUQ-0426-SM-3MJFU	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1H4P4-2126-SM-9WYSL	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-131XG-0326-SM-5L3DX	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-15RJE-0008-SM-EAZ31	Skin	Cells - Cultured fibroblasts
GTEX-RU1J-0008-SM-46MV9	Skin	Cells - Cultured fibroblasts
GTEX-15D1Q-2826-SM-6LLH7	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-V1D1-2026-SM-3GAF4	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-T6MO-0008-SM-4DM6T	Skin	Cells - Cultured fibroblasts
GTEX-R45C-0008-SM-48FF2	Skin	Cells - Cultured fibroblasts
GTEX-UPK5-0426-SM-3GAEK	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-Q2AI-1326-SM-2S1PL	Skin	Skin - Sun Exposed (Lower leg)
GTEX-11DYG-1526-SM-5A5JS	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-15SHU-0126-SM-7KUEH	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1QP2A-1726-SM-E76QC	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-13N1W-0126-SM-5K7VT	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1HBPH-0426-SM-B2LW5	Skin	Skin - Sun Exposed (Lower leg)
GTEX-147GR-2426-SM-5ZZWQ	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-14PJ6-2126-SM-6EU1V	Skin	Skin - Sun Exposed (Lower leg)
GTEX-12BJ1-0926-SM-5EQ62	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-1HSMQ-1226-SM-CGQFX	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1117F-3026-SM-5GZYU	Salivary Gland	Minor Salivary Gland
GTEX-111FC-2926-SM-5GZY7	Salivary Gland	Minor Salivary Gland
GTEX-1192X-2926-SM-5N9BA	Salivary Gland	Minor Salivary Gland
GTEX-11EMC-2526-SM-5PNVU	Salivary Gland	Minor Salivary Gland
GTEX-11EQ9-2026-SM-5P9JI	Salivary Gland	Minor Salivary Gland
GTEX-11NV4-1926-SM-5N9D4	Salivary Gland	Minor Salivary Gland
GTEX-11P81-2026-SM-5P9GT	Salivary Gland	Minor Salivary Gland
GTEX-11P82-0926-SM-5986X	Salivary Gland	Minor Salivary Gland
GTEX-11TUW-2426-SM-5EQKB	Salivary Gland	Minor Salivary Gland
GTEX-11WQK-2926-SM-5EQKT	Salivary Gland	Minor Salivary Gland
GTEX-11ZTS-3026-SM-5EQM7	Salivary Gland	Minor Salivary Gland
GTEX-11ZTT-2226-SM-5CVLP	Salivary Gland	Minor Salivary Gland
GTEX-12BJ1-2226-SM-5BC6G	Salivary Gland	Minor Salivary Gland
GTEX-12WSL-2126-SM-5GCNG	Salivary Gland	Minor Salivary Gland
GTEX-12WSM-1826-SM-5BC64	Salivary Gland	Minor Salivary Gland
GTEX-12WSN-2226-SM-5DUXT	Salivary Gland	Minor Salivary Gland
GTEX-13111-2326-SM-5LZUQ	Salivary Gland	Minor Salivary Gland
GTEX-13113-1526-SM-5EGHV	Salivary Gland	Minor Salivary Gland
GTEX-1314G-2026-SM-5LZUM	Salivary Gland	Minor Salivary Gland
GTEX-131XF-2826-SM-5EGKH	Salivary Gland	Minor Salivary Gland
GTEX-131XH-2626-SM-5GCNP	Salivary Gland	Minor Salivary Gland
GTEX-1339X-2326-SM-5HL5B	Salivary Gland	Minor Salivary Gland
GTEX-13CF2-2426-SM-5LZYL	Salivary Gland	Minor Salivary Gland
GTEX-13G51-2426-SM-5LZY8	Salivary Gland	Minor Salivary Gland
GTEX-13JVG-2926-SM-5J2N9	Salivary Gland	Minor Salivary Gland
GTEX-13NYB-2426-SM-5IFF4	Salivary Gland	Minor Salivary Gland
GTEX-13O21-1926-SM-5MR39	Salivary Gland	Minor Salivary Gland
GTEX-13OVI-2326-SM-5KM47	Salivary Gland	Minor Salivary Gland
GTEX-13OVK-1826-SM-6PALE	Salivary Gland	Minor Salivary Gland
GTEX-13OVL-2926-SM-5IFG3	Salivary Gland	Minor Salivary Gland
GTEX-13QBU-2126-SM-5KLZN	Salivary Gland	Minor Salivary Gland
GTEX-13QJC-2326-SM-5Q5CD	Salivary Gland	Minor Salivary Gland
GTEX-13VXT-1726-SM-5IFF5	Salivary Gland	Minor Salivary Gland
GTEX-1445S-2926-SM-5O993	Salivary Gland	Minor Salivary Gland
GTEX-145ME-1626-SM-5RQI3	Salivary Gland	Minor Salivary Gland
GTEX-146FR-1226-SM-5SIA7	Salivary Gland	Minor Salivary Gland
GTEX-14B4R-1426-SM-5Q5CG	Salivary Gland	Minor Salivary Gland
GTEX-14E1K-2626-SM-664OJ	Salivary Gland	Minor Salivary Gland
GTEX-14JIY-3026-SM-6EU1R	Salivary Gland	Minor Salivary Gland
GTEX-14PJ3-1526-SM-664O9	Salivary Gland	Minor Salivary Gland
GTEX-14PJN-1726-SM-69LO7	Salivary Gland	Minor Salivary Gland
GTEX-14PN4-2526-SM-686ZG	Salivary Gland	Minor Salivary Gland
GTEX-15CHC-1226-SM-686ZH	Salivary Gland	Minor Salivary Gland
GTEX-15EU6-2626-SM-7KUN4	Salivary Gland	Minor Salivary Gland
GTEX-15RJE-2726-SM-6LPJ1	Salivary Gland	Minor Salivary Gland
GTEX-15SHV-2226-SM-6M464	Salivary Gland	Minor Salivary Gland
GTEX-178AV-1426-SM-6LLID	Salivary Gland	Minor Salivary Gland
GTEX-17KNJ-2726-SM-7KFRE	Salivary Gland	Minor Salivary Gland
GTEX-17MFQ-1626-SM-7938Z	Salivary Gland	Minor Salivary Gland
GTEX-18A67-0626-SM-7KFSL	Salivary Gland	Minor Salivary Gland
GTEX-18A7B-2826-SM-7KFTK	Salivary Gland	Minor Salivary Gland
GTEX-18D9U-2226-SM-7KFTN	Salivary Gland	Minor Salivary Gland
GTEX-18QFQ-0626-SM-718AW	Salivary Gland	Minor Salivary Gland
GTEX-1A3MV-1726-SM-72D68	Salivary Gland	Minor Salivary Gland
GTEX-1AMEY-1126-SM-72D79	Salivary Gland	Minor Salivary Gland
GTEX-1AX8Z-0626-SM-731EH	Salivary Gland	Minor Salivary Gland
GTEX-1AX9K-2126-SM-72D7K	Salivary Gland	Minor Salivary Gland
GTEX-1AYD5-2726-SM-7MXVG	Salivary Gland	Minor Salivary Gland
GTEX-1B8KZ-1726-SM-73KV7	Salivary Gland	Minor Salivary Gland
GTEX-1B8SF-1826-SM-731DJ	Salivary Gland	Minor Salivary Gland
GTEX-1B932-0626-SM-731EM	Salivary Gland	Minor Salivary Gland
GTEX-1B97J-2126-SM-79OL6	Salivary Gland	Minor Salivary Gland
GTEX-1C4CL-2026-SM-731EB	Salivary Gland	Minor Salivary Gland
GTEX-1C64N-2926-SM-79OLM	Salivary Gland	Minor Salivary Gland
GTEX-1C64O-0626-SM-7DHL1	Salivary Gland	Minor Salivary Gland
GTEX-1C6VR-0726-SM-7P8OV	Salivary Gland	Minor Salivary Gland
GTEX-1CB4I-2526-SM-7MKG1	Salivary Gland	Minor Salivary Gland
GTEX-1EH9U-2926-SM-7DHLX	Salivary Gland	Minor Salivary Gland
GTEX-1GF9X-0226-SM-7P8SM	Salivary Gland	Minor Salivary Gland
GTEX-1GMR2-2026-SM-7MKHK	Salivary Gland	Minor Salivary Gland
GTEX-1GN1V-2926-SM-9JGI3	Salivary Gland	Minor Salivary Gland
GTEX-1GN1W-2526-SM-9JGHX	Salivary Gland	Minor Salivary Gland
GTEX-1GPI7-0326-SM-7MKH6	Salivary Gland	Minor Salivary Gland
GTEX-1GTWX-2526-SM-9JGHG	Salivary Gland	Minor Salivary Gland
GTEX-1GZ2Q-2526-SM-9KNVW	Salivary Gland	Minor Salivary Gland
GTEX-1H1CY-2326-SM-9OSXW	Salivary Gland	Minor Salivary Gland
GTEX-1H4P4-2026-SM-9WPNV	Salivary Gland	Minor Salivary Gland
GTEX-1HCU7-0126-SM-C1YR3	Salivary Gland	Minor Salivary Gland
GTEX-1HFI7-2426-SM-B2LXV	Salivary Gland	Minor Salivary Gland
GTEX-1HR9M-2526-SM-A9G3J	Salivary Gland	Minor Salivary Gland
GTEX-1HSEH-1826-SM-A96SA	Salivary Gland	Minor Salivary Gland
GTEX-1HSGN-0626-SM-A9G2E	Salivary Gland	Minor Salivary Gland
GTEX-1HSMQ-0926-SM-A96SI	Salivary Gland	Minor Salivary Gland
GTEX-1I1HK-2526-SM-A96SM	Salivary Gland	Minor Salivary Gland
GTEX-1I4MK-1326-SM-B2LWT	Salivary Gland	Minor Salivary Gland
GTEX-1I6K6-0626-SM-ARU7J	Salivary Gland	Minor Salivary Gland
GTEX-1I6K7-0926-SM-A96SV	Salivary Gland	Minor Salivary Gland
GTEX-1IDJC-1626-SM-AHZ2R	Salivary Gland	Minor Salivary Gland
GTEX-1IDJD-2526-SM-C1YSA	Salivary Gland	Minor Salivary Gland
GTEX-1IE54-0826-SM-AHZ2Z	Salivary Gland	Minor Salivary Gland
GTEX-1IOXB-2826-SM-AHZ32	Salivary Gland	Minor Salivary Gland
GTEX-1IY9M-2926-SM-A96TH	Salivary Gland	Minor Salivary Gland
GTEX-1J1R8-1826-SM-AHZ3B	Salivary Gland	Minor Salivary Gland
GTEX-1J8EW-2826-SM-A96T9	Salivary Gland	Minor Salivary Gland
GTEX-1J8QM-1826-SM-A96TA	Salivary Gland	Minor Salivary Gland
GTEX-1JKYR-0726-SM-AHZ3K	Salivary Gland	Minor Salivary Gland
GTEX-1JN1M-2426-SM-ARU93	Salivary Gland	Minor Salivary Gland
GTEX-1JN6P-2526-SM-CNNPX	Salivary Gland	Minor Salivary Gland
GTEX-1KANC-1326-SM-CYPT8	Salivary Gland	Minor Salivary Gland
GTEX-1KD4Q-2526-SM-CXZKL	Salivary Gland	Minor Salivary Gland
GTEX-1KD5A-2226-SM-EV79U	Salivary Gland	Minor Salivary Gland
GTEX-1LBAC-0626-SM-D3L9T	Salivary Gland	Minor Salivary Gland
GTEX-1LC47-2426-SM-DHXKK	Salivary Gland	Minor Salivary Gland
GTEX-1LKK1-2926-SM-EVR4Z	Salivary Gland	Minor Salivary Gland
GTEX-1LSNL-2626-SM-EV7AT	Salivary Gland	Minor Salivary Gland
GTEX-1LVA9-2526-SM-EVR5H	Salivary Gland	Minor Salivary Gland
GTEX-1LVAO-2626-SM-EVR4S	Salivary Gland	Minor Salivary Gland
GTEX-1MCC2-2226-SM-EV7AJ	Salivary Gland	Minor Salivary Gland
GTEX-1MCQQ-2226-SM-DLHC4	Salivary Gland	Minor Salivary Gland
GTEX-1MGNQ-1926-SM-DTX8L	Salivary Gland	Minor Salivary Gland
GTEX-1NSGN-0626-SM-E9J35	Salivary Gland	Minor Salivary Gland
GTEX-1OJC3-1026-SM-E6CQK	Salivary Gland	Minor Salivary Gland
GTEX-1OJC4-3126-SM-EXOJK	Salivary Gland	Minor Salivary Gland
GTEX-1P4AB-2926-SM-EXOJR	Salivary Gland	Minor Salivary Gland
GTEX-1PIEJ-0626-SM-DTX99	Salivary Gland	Minor Salivary Gland
GTEX-1POEN-2226-SM-DPRXV	Salivary Gland	Minor Salivary Gland
GTEX-1PPH8-1526-SM-E6CQO	Salivary Gland	Minor Salivary Gland
GTEX-1QCLZ-2526-SM-EXUST	Salivary Gland	Minor Salivary Gland
GTEX-1QEPI-0626-SM-E76QE	Salivary Gland	Minor Salivary Gland
GTEX-1QMI2-0426-SM-EWRND	Salivary Gland	Minor Salivary Gland
GTEX-1QP9N-2026-SM-DPRZT	Salivary Gland	Minor Salivary Gland
GTEX-1R9K4-0526-SM-E76P1	Salivary Gland	Minor Salivary Gland
GTEX-1R9K5-0626-SM-DPRZB	Salivary Gland	Minor Salivary Gland
GTEX-1R9PM-1726-SM-E8VOA	Salivary Gland	Minor Salivary Gland
GTEX-1R9PO-2626-SM-E6CPU	Salivary Gland	Minor Salivary Gland
GTEX-1RAZA-0626-SM-EAZ4H	Salivary Gland	Minor Salivary Gland
GTEX-1RNSC-2926-SM-EV79L	Salivary Gland	Minor Salivary Gland
GTEX-1S82P-0726-SM-EVR4O	Salivary Gland	Minor Salivary Gland
GTEX-1S83E-0626-SM-E9TKC	Salivary Gland	Minor Salivary Gland
GTEX-WFJO-2026-SM-4LVM3	Salivary Gland	Minor Salivary Gland
GTEX-WH7G-2126-SM-4M1XU	Salivary Gland	Minor Salivary Gland
GTEX-WHSB-2326-SM-4M1XK	Salivary Gland	Minor Salivary Gland
GTEX-WOFM-2126-SM-4OOSR	Salivary Gland	Minor Salivary Gland
GTEX-WY7C-1426-SM-4OND1	Salivary Gland	Minor Salivary Gland
GTEX-WYVS-2026-SM-4RGNS	Salivary Gland	Minor Salivary Gland
GTEX-X15G-2126-SM-4PQZR	Salivary Gland	Minor Salivary Gland
GTEX-X261-2426-SM-4PQZU	Salivary Gland	Minor Salivary Gland
GTEX-X3Y1-1926-SM-4PQZO	Salivary Gland	Minor Salivary Gland
GTEX-X5EB-1726-SM-4E3J7	Salivary Gland	Minor Salivary Gland
GTEX-XGQ4-2626-SM-4AT6B	Salivary Gland	Minor Salivary Gland
GTEX-XMK1-2626-SM-4B65R	Salivary Gland	Minor Salivary Gland
GTEX-XV7Q-2426-SM-4BRV8	Salivary Gland	Minor Salivary Gland
GTEX-Y111-2626-SM-4TT24	Salivary Gland	Minor Salivary Gland
GTEX-Y3I4-1926-SM-4TT8L	Salivary Gland	Minor Salivary Gland
GTEX-Y5LM-1826-SM-4VDT9	Salivary Gland	Minor Salivary Gland
GTEX-Y5V6-2226-SM-4VDTC	Salivary Gland	Minor Salivary Gland
GTEX-YB5K-1726-SM-5IFIZ	Salivary Gland	Minor Salivary Gland
GTEX-YF7O-2226-SM-5CVN8	Salivary Gland	Minor Salivary Gland
GTEX-ZA64-1726-SM-5CVMF	Salivary Gland	Minor Salivary Gland
GTEX-ZAB5-2326-SM-5IJFR	Salivary Gland	Minor Salivary Gland
GTEX-ZC5H-2726-SM-5KLZW	Salivary Gland	Minor Salivary Gland
GTEX-ZE7O-2926-SM-51MSG	Salivary Gland	Minor Salivary Gland
GTEX-ZF29-2126-SM-DNZYX	Salivary Gland	Minor Salivary Gland
GTEX-ZG7Y-2426-SM-DO11H	Salivary Gland	Minor Salivary Gland
GTEX-ZLFU-2226-SM-EXUS7	Salivary Gland	Minor Salivary Gland
GTEX-ZLWG-2026-SM-DO11F	Salivary Gland	Minor Salivary Gland
GTEX-ZP4G-1926-SM-57WDZ	Salivary Gland	Minor Salivary Gland
GTEX-ZPU1-2326-SM-57WEP	Salivary Gland	Minor Salivary Gland
GTEX-ZQG8-2126-SM-4YCF1	Salivary Gland	Minor Salivary Gland
GTEX-ZQUD-2126-SM-51MSY	Salivary Gland	Minor Salivary Gland
GTEX-ZT9W-2126-SM-51MSF	Salivary Gland	Minor Salivary Gland
GTEX-ZXG5-2826-SM-5NQ8T	Salivary Gland	Minor Salivary Gland
GTEX-17F97-0011-R6a-SM-7EPGS	Brain	Brain - Nucleus accumbens (basal ganglia)
GTEX-12WSD-3026-SM-5LZU7	Brain	Brain - Cerebellum
GTEX-1J1OQ-0011-R11a-SM-A96S3	Brain	Brain - Cerebellar Hemisphere
GTEX-RU72-2926-SM-2TF66	Brain	Brain - Cerebellum
GTEX-QVJO-1325-SM-2S1QX	Brain	Brain - Cerebellum
GTEX-17F97-0011-R11b-SM-7KFRQ	Brain	Brain - Cerebellar Hemisphere
GTEX-13S7M-0011-R6b-SM-5O9D8	Brain	Brain - Nucleus accumbens (basal ganglia)
GTEX-13VXU-0011-R7b-SM-5SI72	Brain	Brain - Putamen (basal ganglia)
GTEX-1H23P-0011-R1a-SM-ACKVC	Brain	Brain - Hippocampus
GTEX-1LC47-2926-SM-CXZKC	Brain	Brain - Cortex
GTEX-1B933-0011-R3b-SM-7P8PL	Brain	Brain - Anterior cingulate cortex (BA24)
GTEX-131XW-0011-R10a-SM-5DUVA	Brain	Brain - Frontal Cortex (BA9)
GTEX-17EVQ-0011-R5a-SM-7LT92	Brain	Brain - Caudate (basal ganglia)
GTEX-13OW8-0011-R5b-SM-5L3FQ	Brain	Brain - Caudate (basal ganglia)
GTEX-17EVP-0011-R6b-SM-7LT99	Brain	Brain - Nucleus accumbens (basal ganglia)
GTEX-16NPV-0011-R10a-SM-79OKA	Brain	Brain - Frontal Cortex (BA9)
GTEX-12WSA-2926-SM-5EQ4D	Brain	Brain - Cortex
GTEX-13N2G-0011-R11a-SM-5MR3F	Brain	Brain - Cerebellar Hemisphere
GTEX-13N2G-0011-R2a-SM-5MR4Q	Brain	Brain - Substantia nigra
GTEX-ZAB4-0011-R8b-SM-4SOKF	Brain	Brain - Hypothalamus
GTEX-144GO-0011-R1a-SM-5PNWO	Brain	Brain - Hippocampus
GTEX-1GZ2Q-0011-R6a-SM-9OSWM	Brain	Brain - Nucleus accumbens (basal ganglia)
GTEX-1LB8K-0011-R2a-SM-EZ6MQ	Brain	Brain - Substantia nigra
GTEX-15G19-0011-R7b-SM-6M479	Brain	Brain - Putamen (basal ganglia)
GTEX-15DYW-0011-R11a-SM-6LPIT	Brain	Brain - Cerebellar Hemisphere
GTEX-14PJM-3026-SM-6LLHM	Brain	Brain - Cerebellum
GTEX-1445S-0011-R4a-SM-5PNWN	Brain	Brain - Amygdala
GTEX-1H1DG-0011-R7b-SM-A96RR	Brain	Brain - Putamen (basal ganglia)
GTEX-1CAV2-0011-R1a-SM-ARZML	Brain	Brain - Hippocampus
GTEX-1B996-0011-R8b-SM-79OOS	Brain	Brain - Hypothalamus
GTEX-13FXS-3026-SM-5LZYO	Brain	Brain - Cerebellum
GTEX-NPJ8-0011-R2a-SM-2TC6M	Brain	Brain - Substantia nigra
GTEX-11DZ1-0011-R3a-SM-DNZYY	Brain	Brain - Anterior cingulate cortex (BA24)
GTEX-1I1CD-0011-R10b-SM-CJI3W	Brain	Brain - Frontal Cortex (BA9)
GTEX-YFC4-0011-R11a-SM-4SOK6	Brain	Brain - Cerebellar Hemisphere
GTEX-11DZ1-0011-R11b-SM-DO11W	Brain	Brain - Cerebellar Hemisphere
GTEX-13OVL-0011-R10a-SM-5L3GS	Brain	Brain - Frontal Cortex (BA9)
GTEX-T5JC-2426-SM-3NMDB	Brain	Brain - Cortex
GTEX-YJ89-0011-R9a-SM-4SOK7	Brain	Brain - Spinal cord (cervical c-1)
GTEX-12WSM-0011-R5a-SM-5EQ4Y	Brain	Brain - Caudate (basal ganglia)
GTEX-16Z82-0011-R10a-SM-79OJX	Brain	Brain - Frontal Cortex (BA9)
GTEX-1J8EW-0011-R3a-SM-ARU8A	Brain	Brain - Anterior cingulate cortex (BA24)
GTEX-1F6I4-0011-R5b-SM-9QEHA	Brain	Brain - Caudate (basal ganglia)
GTEX-1B8L1-0011-R7b-SM-9OSVK	Brain	Brain - Putamen (basal ganglia)
GTEX-1C6VQ-0011-R10b-SM-7P8Q1	Brain	Brain - Frontal Cortex (BA9)
GTEX-11DZ1-0011-R6b-SM-DNZZG	Brain	Brain - Nucleus accumbens (basal ganglia)
GTEX-1GZ2Q-3226-SM-9WG6L	Brain	Brain - Cortex
GTEX-ZVZQ-0011-R4b-SM-57WCZ	Brain	Brain - Amygdala
GTEX-1JMPZ-0011-R5b-SM-EYYWY	Brain	Brain - Caudate (basal ganglia)
GTEX-S7SE-0011-R4A-SM-2XCDB	Brain	Brain - Amygdala
GTEX-Y111-2826-SM-4TT3O	Brain	Brain - Cerebellum
GTEX-13FHO-3026-SM-5J1O9	Brain	Brain - Cortex
GTEX-1GZHY-3026-SM-7MXVA	Brain	Brain - Cerebellum
GTEX-13FHP-0011-R11b-SM-5LZXP	Brain	Brain - Cerebellar Hemisphere
GTEX-13N2G-0011-R7a-SM-5MR42	Brain	Brain - Putamen (basal ganglia)
GTEX-13OVL-0011-R3b-SM-5L3I8	Brain	Brain - Anterior cingulate cortex (BA24)
GTEX-1HB9E-0011-R11b-SM-ARU79	Brain	Brain - Cerebellar Hemisphere
GTEX-1LC47-0011-R10b-SM-EYYWE	Brain	Brain - Frontal Cortex (BA9)
GTEX-1IGQW-0011-R2b-SM-D4P26	Brain	Brain - Substantia nigra
GTEX-13FXS-0011-R1a-SM-5K7U6	Brain	Brain - Hippocampus
GTEX-1J8Q2-0011-R11a-SM-A9SKI	Brain	Brain - Cerebellar Hemisphere
GTEX-13FHP-0011-R7b-SM-5LZYI	Brain	Brain - Putamen (basal ganglia)
GTEX-13SLW-0011-R6a-SM-5O9BH	Brain	Brain - Nucleus accumbens (basal ganglia)
GTEX-1LSNL-0011-R2a-SM-EZ6MK	Brain	Brain - Substantia nigra
GTEX-1HGF4-0011-R6a-SM-A96S1	Brain	Brain - Nucleus accumbens (basal ganglia)
GTEX-1GZ4I-0011-R7b-SM-ARU71	Brain	Brain - Putamen (basal ganglia)
GTEX-1IKJJ-2926-SM-A9G2N	Brain	Brain - Cortex
GTEX-13FTZ-0011-R10b-SM-5KLZS	Brain	Brain - Frontal Cortex (BA9)
GTEX-1GN2E-0011-R5b-SM-CJI2M	Brain	Brain - Caudate (basal ganglia)
GTEX-18465-0011-R11a-SM-72D78	Brain	Brain - Cerebellar Hemisphere
GTEX-1CB4H-0011-R9a-SM-CKZNL	Brain	Brain - Spinal cord (cervical c-1)
GTEX-1O9I2-3026-SM-E76PX	Brain	Brain - Cortex
GTEX-13OVJ-0011-R2b-SM-5L3GP	Brain	Brain - Substantia nigra
GTEX-ZVZQ-0011-R1a-SM-57WBU	Brain	Brain - Hippocampus
GTEX-12ZZZ-0011-R10a-SM-5P9HC	Brain	Brain - Frontal Cortex (BA9)
GTEX-1HUB1-0011-R3b-SM-CKZOX	Brain	Brain - Anterior cingulate cortex (BA24)
GTEX-1I1HK-0011-R6b-SM-CM2T9	Brain	Brain - Nucleus accumbens (basal ganglia)
GTEX-1192X-0011-R9b-SM-DO934	Brain	Brain - Spinal cord (cervical c-1)
GTEX-N7MT-0011-R11A-SM-2I3DZ	Brain	Brain - Cerebellar Hemisphere
GTEX-12WSM-0011-R1a-SM-5LZW6	Brain	Brain - Hippocampus
GTEX-1F75A-0011-R6b-SM-9QEHD	Brain	Brain - Nucleus accumbens (basal ganglia)
GTEX-13O3O-3126-SM-5KM3H	Brain	Brain - Cortex
GTEX-13OW6-0011-R11a-SM-5L3H2	Brain	Brain - Cerebellar Hemisphere
GTEX-1AX9I-0011-R5b-SM-793DI	Brain	Brain - Caudate (basal ganglia)
GTEX-15G19-0011-R3a-SM-6LPIG	Brain	Brain - Anterior cingulate cortex (BA24)
GTEX-P44G-0011-R11A-SM-2I3FD	Brain	Brain - Cerebellar Hemisphere
GTEX-1JMOU-0011-R11b-SM-EXUTA	Brain	Brain - Cerebellar Hemisphere
